"product_id","vertical_id","bar_code","brand","name","variety","quantity","quantity_qualifier","packaged_quantity","packaged_quantity_qualifier","discount","expiry_date","frag_flav_scent","fulfillment_tag","offer_percentage","offer_text","offer_value","product_display_order","seed_seedless","seller_name","state","type_by_colour","type_by_organic","type_by_pesticide","type_by_state_of_product","type_of_packing","vat_pcnt","mrp","ola_selling_price","primary_category_path","secondary_category_path","image_url","product_status"
"OVG3C3JJREKH","organic_vegetable",,,"Tomato","Hybrid","1","Kg","(10 to 16 pcs)",,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"12","12","Fruits & Vegetables>Organic Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000201_9-fresho-tomato-hybrid-grade-a.jpg","current"
"FJCWL7OBPFDX","fruit",,,"Pear",,"500","gm",,,,,,"Others",,,,"0",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Pear2.jpg","current"
"VGT5V43UJCBU","vegetable",,,"Tomato","Pear","500","gm","(6 to 10 pcs)",,,,,"Tomato",,,,"1",,,,"Yellow",,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://static.webshopapp.com/shops/048881/files/016054559/262x276x1/cherry-tomato-organic-seeds-yellow-pear.jpg","hidden"
"OVG2FXVRNNPW","organic_vegetable",,,"Beetroot","Hill","1","Kg",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"50","50","Fruits & Vegetables>Organic Vegetables",,"http://cdn.shopify.com/s/files/1/0366/5681/products/Beetroot_-_website_7517b04a-7fce-4b82-b910-44cd359f02ca_large.jpg?v=1394768564","current"
"FJC5UZYRU9L7","fruit",,,"Grapes","Black","250","gm",,,,,,"Others",,,,"0",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Fruits>Others",,"http://malloid.com/wp-content/uploads/2014/11/%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%87-%E0%A4%85%E0%A4%82%E0%A4%97%E0%A5%82%E0%A4%B0-Grapes-Black2.jpg","current"
"VGT2HCGIJCOP","vegetable",,,"Tomato","Pear","1","Kg","(10 to 16 pcs)",,,,,"Tomato",,,,"0",,,,"Yellow",,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://static.webshopapp.com/shops/048881/files/016054559/262x276x1/cherry-tomato-organic-seeds-yellow-pear.jpg","hidden"
"VGT3KNVVC5M2","vegetable",,,"Knol Khol",,"250","gm","(2 to 4 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://organicworldretail.com/organicworldretail.com/media/catalog/product/cache/4/image/38bb525d230ec13f8429f052e861ad9e/k/n/knol_khol.jpg","current"
"OVGW6H4SVWGE","organic_vegetable",,,"Tomato",,"1","Kg","(10 to 16 pcs)",,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTxxw45wjxEdmSnKtC4x7RmQD7_z34rJ-UrQ0YnSFTa1Zo_g-rlcg","hidden"
"OFRWO5HSECBL","organic_fruit",,,"Grapes",,"100","gm",,,,,,"Organic Fruits",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://cdn3.volusion.com/kceqm.mleru/v/vspfiles/photos/416-2.jpg?1395758880","hidden"
"VGTSFVXZDRAF","vegetable",,,"Parwal",,"1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.yededo.com/uploads/parwal1.jpg","current"
"CVGWVLM5TTJ2","cut_vegetable",,,"Turnip (shalajam)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.alasko.com/medias/products/thumbs/Navets-en-des-surgeles.jpg","hidden"
"VGTGD7IIICP3","vegetable",,,"Tomato","Premium","500","gm","(6 to 10 pcs)",,,,,"Tomato",,,,"1",,,,,,,,,,"18","18","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.subzioncall.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/p/r/premium2.jpg","current"
"FJCX07NEUHH9","fruit",,,"Sapota (chiku)","Round - Medium","250","gm","(2 to 4 pcs)",,,,,"Others",,,,"1",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Fruits>Others",,"http://bigbasket.com/media/uploads/p/l/10000182_7-fresho-sapota-round-medium-grade-a.jpg","hidden"
"CVG0E0YPQTR9","cut_vegetable",,,"Ridge Gourd (touri)",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://towness.co.in/xcart44/images/D/10-IMG_2974.jpg","hidden"
"FJCS0CPERMW7","fruit",,,"Orange","Naval","250","gm","(1 to 3 pcs)",,,,,"Orange & Sweet Lime",,,,"2",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://bigbasket.com/media/uploads/p/l/10000575-2_4-fresho-orange-naval.jpg","hidden"
"VGT8FG2GUSK0","vegetable",,,"Radish",,"1","Kg","(6 to 9 pcs)",,,,,"Root Vegetables",,,,"2",,,,"Red",,,,,,"80","80","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://producemadesimple.ca/wp-content/uploads/2013/07/radish.jpg","current"
"OVGATY7TYDO2","organic_vegetable",,,"Carrot (gajar)","Ooty","250","gm",,,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"14","14","Fruits & Vegetables>Organic Vegetables",,"https://s3-ap-southeast-1.amazonaws.com/ibftesting/400/400058.JPG","current"
"CVG3RR3B24FB","cut_vegetable",,,"Cauliflower",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Florets",,,"13.75","13.75","Fruits & Vegetables>Cut Vegetables",,"http://img.21food.com/userimages/dezhifoods/dezhifoods$72994035.jpg","current"
"VGTMCRZAAJZC","vegetable",,,"Zucchini",,"500","gm","(1 to 3 pcs)",,,,,"Exotic Vegetables",,,,"1",,,,"Green",,,,,,"55","55","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://blogdamimis.com.br/wp-content/uploads/2013/10/blog_zucchini.jpg","current"
"VGT4YN6OC60U","vegetable",,,"Ash Gourd",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/40004004_7-fresho-ash-gourd.jpg","current"
"VGTU6PVH7SNX","vegetable",,,"Radish",,"1","Kg","(6 to 9 pcs)",,,,,"Root Vegetables",,,,"2",,,,"White",,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://newseawin.com/dev/wp-content/uploads/2012/07/whiteradish.jpg","current"
"VGT07BFFZYYB","vegetable",,,"Ash Gourd",,"1.5","Kg",,,,,,"Other Vegetables",,,,"3",,,,,,,,,,"45","45","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/40004004_7-fresho-ash-gourd.jpg","current"
"VGTA1OLP1XSC","vegetable",,,"Capsicum",,"500","gm","(3 to 5 pcs)",,,,,"Exotic Vegetables",,,,"1",,,,"Orange",,,,,,"60","60","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://trolley.ae/image/cache/data/nobarcode/Capsicum_Orange_Holland-500x500.jpg","current"
"CVGW463J2IXI","cut_vegetable",,,"Coccinea (kundroo)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.acharate.com/uploads/products/54e1e76e0f295.png","hidden"
"OVG0GUHYEKBB","organic_vegetable",,,"Tomato",,"250","gm","(2 to 6 pcs)",,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTxxw45wjxEdmSnKtC4x7RmQD7_z34rJ-UrQ0YnSFTa1Zo_g-rlcg","hidden"
"FJCM1Q3019UK","fruit",,,"Banana","Nendran","1","Kg","(5 to 7 pcs)",,,,,"Banana",,,,"1",,,,,,,,,,"56","56","Fruits & Vegetables>Fresh Fruits>Banana",,"http://www.freshcave.com/wp-content/uploads/2014/07/Nendran.png","current"
"VGTQ81JX0HMN","vegetable",,,"Tomato","Pear","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,"Yellow",,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://static.webshopapp.com/shops/048881/files/016054559/262x276x1/cherry-tomato-organic-seeds-yellow-pear.jpg","hidden"
"VGT45FAGPGK5","vegetable",,,"Cabbage",,"1","Kg",,,,,,"Other Vegetables",,,,"3",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://hyderabadbasket.in/956-thickbox_default/cabbage-small-grade-a-1-nos.jpg","current"
"OFRHTJSDHBW4","organic_fruit",,,"Banana","Robusta","500","gm","(3 to 5 pcs)",,,,,"Organic Fruits",,,,"0",,,,,"Organic",,,,,"15","15","Fruits & Vegetables>Organic Fruits",,"http://bigbasket.com/media/uploads/p/l/40020584_2-adi-naturals-organic-banana-robsuta.jpg","current"
"CVG7NLXD9FKP","cut_vegetable",,,"Ridge Gourd (touri)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://towness.co.in/xcart44/images/D/10-IMG_2974.jpg","hidden"
"VGTJ4FR2VL37","vegetable",,,"Pumpkin (kaddu)","Mangalore","250","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://gogreenfarmfresh.com/images/detailed/0/pumpkin.jpg","current"
"VGTN57SLTG6V","vegetable",,,"Sprouts","Horse Gram","100","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-2XXZHT2jxfA6rpQY_1UF-ciH3UWRQ83qOE95NXZ372DngDz5","current"
"OVGNM0WY7D0J","organic_vegetable",,,"Chilly",,"100","gm",,,,,,"Organic Vegetables",,,,"0",,,,"Green","Organic",,,,,"6","6","Fruits & Vegetables>Organic Vegetables",,"http://2.wlimg.com/product_images/bc-full/dir_82/2455468/green-chilli-935701.jpg","current"
"OVGR38KK76TB","organic_vegetable",,,"Lettuce","Romaine","500","gm",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://queenbeefresh.com/images/products/Romaine.jpg","hidden"
"VGTRLR1QJ35B","vegetable",,,"Radish",,"250","gm","(1 to 3 pcs)",,,,,"Root Vegetables",,,,"0",,,,"Red",,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://producemadesimple.ca/wp-content/uploads/2013/07/radish.jpg","current"
"CVG8U4PTKDVY","cut_vegetable",,,"Drumstick",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Cut",,,"71","71","Fruits & Vegetables>Cut Vegetables",,"http://towness.co.in/xcart44/images/P/01-IMG_2965-01.jpg","current"
"VGTJAY4T5LJZ","vegetable",,,"Mushrooms","Button","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"57","57","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://greenkirana.com/UploadImages/ProductsImages/130413221799466286.jpg","hidden"
"VGTHB1N0IJ4L","vegetable",,,"Beans","Broad","500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000038-2_24-fresho-broad-beans-grade-a.jpg","current"
"CVGMQNMYO27R","cut_vegetable",,,"Bitter Gourd",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.aumfresh.com/upload/product/zoom/158/Bitter%20gourd%202.jpg","hidden"
"VGT7X4QK4U83","vegetable",,,"Cabbage","Baby","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,"Green",,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.babycarecare.com/wp-content/uploads/2013/12/cabbage-300x281.jpg","current"
"OVGSQDCGV4NK","organic_vegetable",,,"Carrot (gajar)","Ooty","500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"28","28","Fruits & Vegetables>Organic Vegetables",,"https://s3-ap-southeast-1.amazonaws.com/ibftesting/400/400058.JPG","current"
"VGTIO1XMCYKO","vegetable",,,"Zucchini",,"500","gm","(1 to 3 pcs)",,,,,"Exotic Vegetables",,,,"1",,,,"Yellow",,,,,,"55","55","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://innomart.in/sites/default/files/zucchini-yellow.jpg","current"
"CVG6MF1VUDWZ","cut_vegetable",,,"Radish",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,"Red",,,"Diced",,,"65","65","Fruits & Vegetables>Cut Vegetables",,"https://robinellisdotnet.files.wordpress.com/2012/05/radish-salad2img_8475.jpg","current"
"CVGCM0IV2Q2M","cut_vegetable",,,"Radish",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,"White",,,"Sliced",,,"31","31","Fruits & Vegetables>Cut Vegetables",,"http://www.burpee.com/images/MEDIA_ProductCatalog/m180091_p52021_lg.jpg","current"
"CVGHZXZEH9JX","cut_vegetable",,,"Radish",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,"Red",,,"Sliced",,,"30","30","Fruits & Vegetables>Cut Vegetables",,"https://d2gg9evh47fn9z.cloudfront.net/thumb_COLOURBOX1283018.jpg","current"
"CFRO3N2NQ0JL","cut_fruit",,,"Papaya",,"250","gm",,,,,,"Cut Fruits",,,,"0",,,,,,,"Diced",,,"9","9","Fruits & Vegetables>Cut Fruits",,"http://bigbasket.com/media/uploads/p/l/40019380_1-fresho-diced-papaya.jpg","current"
"VGTC5EED6JK9","vegetable",,,"Baby Corn",,"250","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.lasalad.com/images/Web%20Use/Baby%20Corn.jpg","current"
"VGTIDMNQA5K7","vegetable",,,"Lettuce","Romaine","500","gm",,,,,,"Exotic Vegetables",,,,"2",,,,,,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.andyboy.com/wp-content/uploads/2014/03/romaine-lettuce1.jpg","current"
"VGTJY6OXLT3H","vegetable",,,"Pudina",,"1","Kg","(10-11 bunches)",,,,,"Leafy Vegetables",,,,"3",,,,,,,,,,"75","75","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.renaissanceherbs.com.au/system/0000/0462/mint_leaves__Medium_.jpg","current"
"VGTO8Z5TCR5U","vegetable",,,"Tomato","Country","2","Kg","(16 to 24 pcs)",,,,,"Tomato",,,,"3",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://www.agra-net.net/agra/incoming/article468587.ece/ALTERNATES/w620/tomatoes+on+white_65233660.jpg","current"
"VGTGEBRO3875","vegetable",,,"Broccoli",,"500","gm",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,"95","95","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.profproduce.com/wp-content/uploads/2013/04/Broccoli.jpg","current"
"VGT2E8LMSY1X","vegetable",,,"Coriander","Hybrid","250","gm",,,,,,"Leafy Vegetables",,,,"1",,,,,,,,,,"18","18","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.easymandi.com/9614-3779-thickbox/coriander-hybrid-grade-a.jpg","current"
"VGTKP88JL29H","vegetable",,,"Beetroot",,"500","gm","(4 to 6 pcs)",,,,,"Root Vegetables",,,,"0",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://theresekerr.com/wp-content/uploads/2013/01/97930176-copy.jpg","current"
"CVG8RH42TJ67","cut_vegetable",,,"Amaranthus",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,"Green",,,"Chopped",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://cdn.awesomecuisine.com/wp-content/uploads/2014/03/arai_keerai.jpg","hidden"
"CVG2XOBNJH3K","cut_vegetable",,,"Capsicum",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,"70","70","Fruits & Vegetables>Cut Vegetables",,"http://www.goodfoodmadesimple.com/wp-content/uploads/2015/03/products_green-bell-pepper.jpg","current"
"CVGQJU5F50SQ","cut_vegetable",,,"Amaranthus",,"1","Kg",,,,,,"Cut Vegetables",,,,"3",,,,"Green",,,"Chopped",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://cdn.awesomecuisine.com/wp-content/uploads/2014/03/arai_keerai.jpg","hidden"
"CVG59KRV9TWO","cut_vegetable",,,"Ridge Gourd (touri)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,"15","15","Fruits & Vegetables>Cut Vegetables",,"http://www.nandyala.org/mahanandi/images/berakaya/berakayapulusu3.jpg","current"
"OVG14990VVNX","organic_vegetable",,,"Lettuce",,"500","gm",,,,,,"Organic Vegetables",,,,"2",,,,"Green","Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.nutritionhealthconnection.com/images/Leafy-Greens/Green-Leaf-Lettuce-Main.jpg","hidden"
"FJCJWMQALQUW","fruit",,,"Papaya",,"1.5","Kg",,,,,,"Others",,,,"1",,,,,,,,,,"44","44","Fruits & Vegetables>Fresh Fruits>Others",,"http://www.smartkitchen.com/assets/images/resources/large/1388698305mexican-papaya.jpg","current"
"OVGMNAU2IJWV","organic_vegetable",,,"Chilly",,"500","gm",,,,,,"Organic Vegetables",,,,"2",,,,"Green","Organic",,,,,"30","30","Fruits & Vegetables>Organic Vegetables",,"http://2.wlimg.com/product_images/bc-full/dir_82/2455468/green-chilli-935701.jpg","current"
"VGT45VCURGP6","vegetable",,,"Brinjal",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,"White",,,,,,"6","6","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://myhometastes.files.wordpress.com/2011/03/37196_159317244100341_100000661995222_358266_2146795_n.jpg","current"
"VGTEH3NRG7K6","vegetable",,,"Garlic","Peeled","1","Kg",,,,,,"Garlic",,,,"3",,,,,,,,,,"200","200","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://harvest2home.in/wp-content/uploads/2015/03/Garlic-Peeled.jpg","current"
"FJCF8E9S6OJO","fruit",,,"Mango","Himapasand","250","gm","(1 to 2 pcs)",,,,,"Mango",,,,"2",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Fruits>Mango",,"http://www.freshfruitportal.com/wp-content/uploads/2013/05/mango_47852692.jpg","hidden"
"OFRA0NPK72XJ","organic_fruit",,,"Banana",,"1","Kg","(5 to 7 pcs)",,,,,"Organic Fruits",,,,"1",,,,"Red","Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://bigbasket.com/media/uploads/p/l/10000582_6-fresho-banana-red.jpg","hidden"
"VGTX8UQOS0A1","vegetable",,,"Elephant Foot Yam (jimikand)",,"500","gm",,,,,,"Root Vegetables",,,,"0",,,,,,,,,,"28","28","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://pimg.tradeindia.com/00356085/b/2/Elephant-foot-yam.jpg","current"
"VGTTHIRFNEQU","vegetable",,,"Sprouts","Channa","250","gm",,,,,,"Other Vegetables",,,,"1",,,,"Brown",,,,,,"50","50","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.chennaihomeshop.com/image/cache/data/PROVISION/10000467_3-bb-royal-channa-brown-500x500.jpg","current"
"VGT4E127XAFA","vegetable",,,"Turnip (shalajam)",,"1","Kg",,,,,,"Root Vegetables",,,,"2",,,,,,,,,,"59","59","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://natureathome-lb.com/sites/default/files/products/turnip.jpg","current"
"CVGD7JIKLF05","cut_vegetable",,,"Onion","Thin","250","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.johnnyprimesteaks.com/wp-content/uploads/2014/12/red-onion-powerful-natural-antibiotic-that-can-treat-the-following-health-conditions1.jpg","hidden"
"CVGA8YGSON2H","cut_vegetable",,,"Beans","Cowpea","1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"64","64","Fruits & Vegetables>Cut Vegetables",,"http://beprepared.com/wordpress/wp-content/uploads/2013/11/iStock_000015136319XSmall-diced-green-beans-300x200.jpg","current"
"VGTFX65DSFOR","vegetable",,,"Capsicum",,"250","gm","(1 to 3 pcs)",,,,,"Exotic Vegetables",,,,"0",,,,"Yellow",,,,,,"28","28","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://yesorder.in/wp-content/uploads/2015/02/A36R1501-600x600.jpg","current"
"CVGLG4OIKDIT","cut_vegetable",,,"Beetroot",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"35","35","Fruits & Vegetables>Cut Vegetables",,"http://www.dollopandscoff.co.uk/wp-content/uploads/2015/02/Spiced-Beetroot-and-Orange-Chutney-diced-beetroot.jpg","current"
"VGTD6835FVKB","vegetable",,,"Sprouts","Mixed Gram","100","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://lh4.ggpht.com/_OGMa3JuKVTk/TDaF62AqFBI/AAAAAAAAD6s/J04hTow0ZRg/sprouts1_thumb%5B2%5D.jpg","current"
"CVGS45X3RCGL","cut_vegetable",,,"Beans","Broad","1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"90","90","Fruits & Vegetables>Cut Vegetables",,"https://madcookingfusions.files.wordpress.com/2011/07/img_0564.jpg","current"
"FJCL80QHHYVK","fruit",,,"Banana","Yelakki Semi Ripe","500","gm","(8 to 14 pcs)",,,,,"Banana",,,,"1",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Fruits>Banana",,"http://bigbasket.com/media/uploads/p/l/10000031_12-fresho-banana-yelakki-semi-ripe-grade-a.jpg","current"
"VGTH4NBGEP05","vegetable",,,"Lettuce","Romaine","1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"69","69","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.andyboy.com/wp-content/uploads/2014/03/romaine-lettuce1.jpg","current"
"VGTTQ6PBUO02","vegetable",,,"Turnip (shalajam)",,"500","gm",,,,,,"Root Vegetables",,,,"0",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://natureathome-lb.com/sites/default/files/products/turnip.jpg","current"
"CFR8R599MPXB","cut_fruit",,,"Pineapple",,"1","Kg",,,,,,"Cut Fruits",,,,"2",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Fruits",,"http://www.treatt.com/images/articleImages/Pineapple.jpg","hidden"
"VGTNSIWOGVGY","vegetable",,,"Tomato","Local","2","Kg","(16 to 24 pcs)",,,,,"Tomato",,,,"3",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://www.bigbarn.co.uk/blog/wp-content/uploads/2011/09/tomatoes.jpg","hidden"
"VGT9K4YON55G","vegetable",,,"Ridge Gourd (touri)",,"1","Kg",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"27","27","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://3.imimg.com/data3/DE/SO/EMKTG-5547382/yahoo_site_admin-assets-images-ridge-gourd-250x250-245104510_std-250x250.jpg","current"
"OVG6GVCC1OJA","organic_vegetable",,,"Capsicum",,"500","gm","(3 to 5 pcs)",,,,,"Organic Vegetables",,,,"1",,,,"Yellow","Organic",,,,,"65","65","Fruits & Vegetables>Organic Vegetables",,"http://www.yededo.com/uploads/yellow-capsicum.jpg","current"
"VGTJ3QD79EBV","vegetable",,,"Colocasia (arbi)",,"1","Kg",,,,,,"Root Vegetables",,,,"2",,,,,,,,,,"60","60","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://yesorder.in/wp-content/uploads/2015/01/Arbi.jpg","current"
"CVGCGC495ITP","cut_vegetable",,,"Cabbage",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,"Red",,,"Grated",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.jackieleonards.ie/wp-content/uploads/2015/03/red-cappage-grated.png","hidden"
"VGT7C1UOMAEX","vegetable",,,"Carrot (gajar)","Delhi","1","Kg",,,,,,"Root Vegetables",,,,"2",,,,,,,,,,"45","45","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://farm2home.co/image/cache/data/12-carrotsorange-500x500.jpg","current"
"CVGA2RJC87U1","cut_vegetable",,,"Coccinea (kundroo)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,"20","20","Fruits & Vegetables>Cut Vegetables",,"http://bigbasket.com/media/uploads/p/l/40005807_7-fresho-coccinea-sliced.jpg","hidden"
"CVGTSXFN0WSH","cut_vegetable",,,"Lady Finger (bhendi)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdDhaF8bSaRurbEImRcSa-9Z9AQVyocOgwV8JwlmiaSpbhsWvZ","hidden"
